case_id,lens_id,display_key,title,owners,inventors,legal_status,opportunity_type,lens_in_catalog,ri_notes
auto_brown_university_apparatus_assay_cell_viability,075-255-341-770-720,EP 0138833 B1,CELL VIABILITY ASSAY METHODS AND APPARATUS,,"ROTMAN, BORIS, M.",EXPIRED,digital_therapeutic,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_apparatus_detection_model_structure_view,016-682-190-415-073,US 7492934 B2,Methods and apparatus for model-based detection of structure in view data,BROWN UNIVERSITY (2004-06-16),MUNDY JOSEPH L;;KIMIA BENJAMIN,ACTIVE,diagnostic,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_apparatus_impaired_navigation_visually,093-009-153-261-952,US 12270676 B2,Navigation methods and apparatus for the visually impaired,BROWN UNIVERSITY (2017-11-06),KIMIA BENJAMIN,ACTIVE,digital_therapeutic,false,Deduped patent family (2 of 4 records); review scope and naming.
auto_brown_university_artifact_brain_deep_period_reconstruction_remova,104-011-395-918-531,US 2022/0338786 A1,PERIOD-BASED ARTIFACT RECONSTRUCTION AND REMOVAL FOR DEEP BRAIN STIMULATION,BROWN UNIVERSITY (2023-11-25),BORTON DAVID A;;DASTIN-VAN RIJN EVAN M;;HARRISON MATTHEW T;;PROVENZA NICOLE R;;CHEN PAULA;;KIM TAEWOO;;DARBON JEROME,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_associated_disorders_inflammation_preventing_rev,105-955-929-631-67X,US 12246022 B2,"Compositions and methods for treating, preventing or reversing age associated inflammation and disorders",BROWN UNIVERSITY (2020-01-24),SEDIVY JOHN M;;DE CECCO MARCO,ACTIVE,platform,false,Deduped patent family (2 of 6 records); review scope and naming.
auto_brown_university_associated_disorders_inflammation_preventing_rev,183-561-942-004-088,US 2024/0207249 A1,"COMPOSITIONS AND METHODS FOR TREATING, PREVENTING OR REVERSING AGE-ASSOCIATED INFLAMMATION AND DISORDER",BROWN UNIVERSITY (2020-02-07),SEDIVY JOHN M;;JOGL GERWALD;;D'ORDINE ALEXANDRA,PENDING,platform,false,Deduped patent family (2 of 6 records); review scope and naming.
auto_brown_university_aware_calibration_context_self,147-071-266-542-536,US 9851795 B2,Context-aware self-calibration,BROWN UNIVERSITY (2015-06-09),JAROSIEWICZ BEATA;;MASSE NICOLAS;;BACHER DANIEL;;SARMA ANISH,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_bacterial_beta_hydrogels_lactamase_responsive,040-558-633-813-68X,US 2023/0029034 A1,BACTERIAL BETA-LACTAMASE RESPONSIVE HYDROGELS,BROWN UNIVERSITY (2020-10-10),SHUKLA ANITA;;ALKEKHIA DAHLIA;;YU CHAO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_bacterial_biofilm_making_nanoparticles_using,109-368-802-661-141,US 2023/0277683 A1,Methods of Making and Using Nanoparticles for Treatment of Bacterial Biofilm,BROWN UNIVERSITY (2022-06-03),SHUKLA ANITA;;WANG YINGYING,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_beta_chromogenic_lactamase_substrate,195-182-803-521-902,US 11957690 B2,Chromogenic beta-lactamase substrate,BROWN UNIVERSITY (2018-07-27),SHUKLA ANITA;;ALKEKHIA DAHLIA;;SHUKLA SHASHANK;;SAFFORD HANNAH,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_between_binding_characterizing_interactions_musk,186-240-919-865-498,US 2024/0175869 A1,CHARACTERIZING THE BINDING INTERACTIONS BETWEEN MUSK AND BMP RECEPTORS,BROWN UNIVERSITY (2021-04-05),FALLON JUSTIN R;;JAIME DIEGO;;GAD MARK,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_bilayer_cell_free_interaction_lipid_molecular_pl,054-886-777-867-530,US 12195755 B2,Placental lipid bilayer for cell-free molecular interaction studies,BROWN UNIVERSITY (2020-05-18),SHUKLA ANITA;;BAILEY-HYTHOLT CHRISTINA;;TRIPATHI ANUBHAV,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_biocompatible_delivery_immunoisolatory_implantab,162-098-979-877-292,EP 0585368 A1,IMPLANTABLE BIOCOMPATIBLE IMMUNOISOLATORY VEHICLE FOR DELIVERY OF SELECTED THERAPEUTIC PRODUCTS.,BROWN UNIVERSITY RESEARCH FOUNDATION (2011-03-15),DIONNE KEITH E;;EMERICH DWAINE F;;HOFFMAN DIANE;;SCHARP DAVID W;;LACY PAUL E;;AEBISCHER PATRICK;;SANBERG PAUL R;;CHRISTE,EXPIRED,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_biomarkers_blockade_circulating_inhibition_respo,100-549-649-740-366,US 2024/0041830 A1,CIRCULATING BIOMARKERS OF RESPONSE TO PD-1/PD-L1 BLOCKADE AND GSK-3 INHIBITION,BROWN UNIVERSITY (2022-09-29),EL-DEIRY WAFIK S;;HUNTINGTON KELSEY E;;CARNEIRO BENEDITO A,PENDING,diagnostic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_biomaterials_cocktails_custom_delivered_ischemic,065-912-725-550-270,US 2024/0374515 A1,PROANGIOGENIC PROTEIN COCKTAILS DELIVERED IN CUSTOM BIOMATERIALS TO REVASCULARIZE ISCHEMIC TISSUE,BROWN UNIVERSITY (2021-07-14),COULOMBE KAREEN L K;;ROSER STEPHANIE;;MUNARIN FABIOLA;;MINOR ALICIA,PENDING,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_brown_university_cancer_colorectal_optimizing,162-372-848-555-356,US 2024/0191303 A1,METHODS FOR OPTIMIZING THE TREATMENT OF COLORECTAL CANCER,BROWN UNIVERSITY (2021-04-08),EL-DEIRY WAFIK S;;CARLSEN LINDSEY,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_cancer_compounds_effects_reducing_side_trail_tre,131-415-263-430-403,US 2023/0414715 A1,TRAIL COMPOUNDS FOR REDUCING CANCER TREAMENT SIDE EFFECTS,BROWN UNIVERSITY (2024-01-14),EL-DEIRY WAFIK S;;LOUIE ANNA;;STRANDBERG JILLIAN,PENDING,therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_cancer_differentiation_imipridone_neuroendocrine,026-594-385-202-505,US 2024/0050431 A1,NEUROENDOCRINE DIFFERENTIATION IN IMIPRIDONE CANCER TREATMENT,BROWN UNIVERSITY (2024-02-14),EL-DEIRY WAFIK S;;DING ELIZABETH,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_cancer_guided_landscape_mutational_tract_urinary,023-691-629-515-467,US 2024/0301505 A1,URINARY TRACT CANCER TREATMENT GUIDED BY MUTATIONAL LANDSCAPE,BROWN UNIVERSITY (2024-07-02),EL-DEIRY WAFIK S;;ARNOFF TAYLOR E,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_cardiac_cell_collagen_engineered_tissue,026-212-779-352-796,US 2024/0165301 A1,CELL AND COLLAGEN COMPOSITIONS FOR ENGINEERED CARDIAC TISSUE,BROWN UNIVERSITY (2023-12-03),COULOMBE KAREEN;;DWYER KIERA;;KANT RAJEEV,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_cardiovascular_contributions_determination_indep,111-068-306-481-982,US 12274547 B2,Optical determination of a cardiovascular variability parameter independent of skin contributions,BROWN UNIVERSITY (2024-10-09),TOUSSAINT KIMANI;;JAKACHIRA RUTENDO;;DIOUF MBAYE;;BURROW JOSHUA;;LIN ZIXI,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_cell_isolation_progenitor_recruitment,195-756-534-761-624,US 8486438 B2,Methods for progenitor cell recruitment and isolation,BROWN UNIVERSITY (2006-10-03),MATHIOWITZ EDITH;;JAMES DIANA M,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_cells_delivery_encapsulated_implanted_neurotrans,148-234-033-796-092,EP 0388428 B1,"-I(IN VIVO) DELIVERY OF NEUROTRANSMITTERS BY IMPLANTED, ENCAPSULATED CELLS",,"AEBISCHER, PATRICK;;WINN, SHELLEY, R.;;GALLETTI, PIERRE, M.",EXPIRED,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_channels_guidance_nerve_semipermeable,047-386-724-668-701,EP 0286284 B1,SEMIPERMEABLE NERVE GUIDANCE CHANNELS,BROWN UNIVERSITY RESEARCH FOUNDATION (1991-11-21),"VALENTINI, ROBERT F.;;AEBISCHER, PATRICK;;GALLETTI, PIERRE M.",EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_cognitive_function_image_improve_mental_neurofee,050-098-183-937-375,US 2024/0293072 A1,MENTAL IMAGE-BASED NEUROFEEDBACK TO IMPROVE COGNITIVE FUNCTION,BROWN UNIVERSITY (2024-10-25),MACHIZAWA MASAHIRO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_compliant_fabricating_hyper_particles_polymer,186-167-733-819-831,US 11772061 B2,Methods of fabricating hyper compliant polymer particles and methods of use and compositions,BROWN UNIVERSITY (2016-12-14),DARLING ERIC M;;LABRIOLA NICHOLAS R;;MATHIOWITZ EDITH,ACTIVE,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_brown_university_compounds_disease_indy_neurodegenerative_type_us,102-079-436-606-840,US 2024/0245806 A1,TREATMENT OF NEURODEGENERATIVE DISEASE USING CSA- AND INDY-TYPE COMPOUNDS,BROWN UNIVERSITY (2024-05-30),CRETON ROBBERT,PENDING,therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_compounds_infections_prevention,155-071-353-278-905,US 9695156 B2,Compounds for the treatment and prevention of infections,BROWN UNIVERSITY (2013-08-23),ATWOOD WALTER;;NELSON CHRISTIAN;;SELLO JASON K;;CARNEY DANIEL WILLIAM,ACTIVE,therapeutic,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_compounds_infections_prevention,152-690-812-617-288,US 2015/0166517 A1,COMPOUNDS FOR THE TREATMENT AND PREVENTION OF INFECTIONS,BROWN UNIVERSITY (2013-08-23),ATWOOD WALTER;;NELSON CHRISTIAN;;SELLO JASON K;;CARNEY DANIEL WILLIAM,ACTIVE,therapeutic,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_cord_field_modulating_potentials_spinal,174-851-312-360-01X,US 2024/0374898 A1,SYSTEMS AND METHOD FOR MODULATING THE SPINAL CORD BASED ON SPINAL FIELD POTENTIALS,BROWN UNIVERSITY (2024-10-14),BORTON DAVID;;CALVERT JONATHAN S;;DARIE RADU;;PARKER SAMUEL,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_covid_infection_preventing_reversing,100-306-977-206-14X,US 2023/0183323 A1,"METHODS FOR PREVENTING, REVERSING OR TREATING A COVID-19 INFECTION",BROWN UNIVERSITY (2021-04-21),ELIAS JACK A;;LEE CHUN GEUN;;MA BING;;KAMLE SUCHITRA;;LEE CHANGMIN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_cutaneous_enhance_healing_wound,163-806-199-735-489,US 2020/0353046 A1,COMPOSITIONS AND METHODS TO ENHANCE CUTANEOUS WOUND HEALING,BROWN UNIVERSITY (2020-05-01),JAMIESON AMANDA M;;CRANE MEREDITH;;XU YUN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_cyclic_disorders_neurological_peptidomimetic,013-366-534-420-404,US 12240920 B2,Cyclic peptidomimetic for the treatment of neurological disorders,BROWN UNIVERSITY (2020-10-28),MARSHALL JOHN,ACTIVE,platform,false,Deduped patent family (2 of 4 records); review scope and naming.
auto_brown_university_decellularized_extracellular_making_mammalian_ma,193-358-966-816-063,US 2023/0348859 A1,"DECELLULARIZED MAMMALIAN EXTRACELLULAR MATRIX MORSELS, METHODS MAKING AND METHODS OF USING SAME",BROWN UNIVERSITY (2020-11-04),IP BLANCHE C;;MORGAN JEFFREY R,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_delivery_drug_localization_prolonged,187-540-965-219-13X,US 8776802 B2,Methods and systems for prolonged localization of drug delivery,BROWN UNIVERSITY (2012-03-15),MATHIOWITZ EDITH;;LAULICHT BRYAN,ACTIVE,therapeutic,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_delivery_drug_localization_prolonged,049-683-504-484-971,US 2012/0053451 A1,METHODS AND SYSTEMS FOR PROLONGED LOCALIZATION OF DRUG DELIVERY,BROWN UNIVERSITY (2012-03-15),LAULICHT BRYAN;;MATHIOWITZ EDITH,ACTIVE,therapeutic,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_diffusion_integrity_interest_matter_metrics_quan,008-348-366-140-285,US 8170305 B2,Quantitative tract-of-interest metrics for white matter integrity based on diffusion tensor MRI data,BROWN UNIVERSITY (2008-04-28),LAIDLAW DAVID H;;ZHANG SONG;;LEE STEPHANIE YAT-LIN;;CORREIA STEPHEN,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_disorders_hypothalamic_melanocortin_obesity_opsi,142-804-981-535-355,US 11674142 B2,"Methods and compositions for treating, preventing or reversing obesity and obesity-related disorders by opsin 3 regulation of hypothalamic melanocortin receptors",BROWN UNIVERSITY (2019-10-15),OANCEA ELENA,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_drawing_robotic,006-502-148-868-446,US 11383386 B2,Robotic drawing,BROWN UNIVERSITY (2018-10-31),TELLEX STEFANIE;;KOTANI ATSUNOBU,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_brown_university_edelgard_moving_rises,111-172-559-404-280,US 2024/0315903 A1,Patient Moving Devices (Edelgard Rises),BROWN UNIVERSITY (2024-04-03),MORSE THEODORE,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_fibrosis_relating,186-464-605-272-14X,US 11717528 B2,Methods and compositions relating to the treatment of fibrosis,BROWN UNIVERSITY (2018-08-23),ELIAS JACK A;;LEE CHUN GEUN;;LEE CHANG-MIN,ACTIVE,platform,false,Deduped patent family (2 of 4 records); review scope and naming.
auto_brown_university_formulations_increased_oral_uptake,053-098-745-535-669,US 2021/0186880 A1,ORAL FORMULATIONS WITH INCREASED UPTAKE,BROWN UNIVERSITY (2019-08-15),MATHIOWITZ EDITH;;AZAGURY AHARON;;BAPTISTA CAMERON,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_glycogen_inhibition_kinase_synthase,044-084-704-854-299,US 2024/0009170 A1,INHIBITION OF GLYCOGEN SYNTHASE KINASE-3 (GSK-3),BROWN UNIVERSITY (2020-12-02),EL-DEIRY WAFIK S;;HUNTINGTON KELSEY;;CARNEIRO BENEDITO A,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_growth_muscle_regeneration,131-902-067-088-952,US 2023/0304012 A1,MUSCLE REGENERATION AND GROWTH,BROWN UNIVERSITY (2020-04-16),FALLON JUSTIN R;;MADIGAN LAURA A;;WEBB ASHLEY E;;MCKECHNIE BETH;;FISH LAUREN;;JAIME DIEGO;;PAGE JOHN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_modulators_thereof,031-225-441-915-647,US 2023/0183356 A1,HIF-1a MODULATORS AND USES THEREOF,BROWN UNIVERSITY (2024-01-21),EL-DEIRY WAFIK S;;ZHAO SHUAI,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_nanostructured_surfaces,057-145-181-641-734,US 2025/0065666 A1,NANOSTRUCTURED SURFACES,BROWN UNIVERSITY (2013-05-03),WEBSTER THOMAS J,PENDING,platform,false,Deduped patent family (2 of 7 records); review scope and naming.
auto_brown_university_neurogenesis,107-664-598-396-267,US 2022/0193114 A1,NEUROGENESIS,BROWN UNIVERSITY (2020-04-16),FALLON JUSTIN R;;WEBB ASHLEY E;;MCKECHNIE BETH;;SORETS TALI;;FISH LAUREN;;JAIME DIEGO;;PAGE JOHN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_neurological_therapy,194-928-554-083-957,EP 0478671 B1,NEUROLOGICAL THERAPY SYSTEM,,"AEBISCHER, PATRICK;;WINN, SHELLEY, R.",EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_brown_university_polyomavirus,162-105-076-650-583,US 2024/0024283 A1,METHODS AND COMPOSITIONS FOR TREATING POLYOMAVIRUS,BROWN UNIVERSITY (2023-12-01),ATWOOD WALTER J;;KAISERMAN JACOB S,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_bryant_university_agents_antimicrobial_diamide,011-740-391-255-185,US 11555010 B2,Diamide antimicrobial agents,BRYANT UNIVERSITY (2020-03-04);;BROWN UNIVERSITY (2020-03-05),BASU AMIT;;REID CHRISTOPHER W;;IWASAKI NOLA CAMILLE;;PRETE JOSEPH,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_bryant_university_agents_antimicrobial_diamide,041-408-838-897-314,US 2021/0024457 A1,DIAMIDE ANTIMICROBIAL AGENTS,BRYANT UNIVERSITY (2020-03-04);;BROWN UNIVERSITY (2020-03-05),BASU AMIT;;REID CHRISTOPHER W;;IWASAKI NOLA CAMILLE;;PRETE JOSEPH,ACTIVE,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_byung_absorption_machine_massage_opening_sunction_type,045-995-667-958-841,PH 12014501953 A1,SUNCTION OPENING FOR VACUUM ABSORPTION TYPE MASSAGE MACHINE,,DON MIN BYUNG,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_byung_book_structure,143-995-037-332-425,GB 2194198 A,Book structure,,NAM BYUNG YUN,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_catone_joshua_apparatus_enhancement_productivity,128-332-854-968-772,WO 2017/007855 A1,A PRODUCTIVITY ENHANCEMENT APPARATUS,,CATONE JOSHUA;;METZ TIM;;HAINES RUSSELL,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_cavanagh_peter_ball_recovery_tennis,087-712-530-484-703,EP 0458912 A1,TENNIS BALL RECOVERY SYSTEM.,,CAVANAGH PETER A,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_cavanagh_peter_ball_recovery_tennis,011-106-138-363-053,WO 1991/008804 A1,TENNIS BALL RECOVERY SYSTEM,,CAVANAGH PETER A,PENDING,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_cavanagh_sons_apparatus_manufacturing_wafers,061-808-346-581-629,GB 2180788 B,APPARATUS FOR MANUFACTURING WAFERS,,CAVANAGH JR JOHN FRANCIS;;CAVANAGH PAUL AUGUSTINE,EXPIRED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_cavanagh_sons_manufacturing_wafers,077-659-015-165-676,GB 2180788 A,MANUFACTURING WAFERS,,CAVANAGH JR JOHN FRANCIS;;CAVANAGH PAUL AUGUSTINE,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_cell_biotech_aktivitet_allergi_anti_cancer_farmaceutisk_omfat,110-561-979-400-06X,DK 2751129 T3,Protein P14 med anti-cancer og anti-allergi aktivitet og farmaceutisk sammensætning omfattende det samme,,SEO JAE GU;;CHUNG MYUNG JUN;;LEE HYUN GI,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_cell_biotech_antimikrobiel_anvendelse_biomasse_deraf_fremgang,157-242-088-379-444,DK 2647694 T3,BIOMASSE AF DØD LACTOBACILLUS TIL ANTIMIKROBIEL ANVENDELSE OG FREMGANGSMÅDE TIL FREMSTILLING DERAF,,CHUNG MYUNG JUN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
