case_id,display_name,target,indication,opportunity_type,company,slater_invested,development_stage,required_roles,required_specialties,clinical_tags,target_timeline_weeks,budget_ceiling_usd,capital_gap_usd,ri_institution,ri_ip_source,ri_notes,ri_physician_lead,conflict_tags,llm_inferred_label,llm_label_method,source_type,mocked,confidence_0_1
auto_rhode_island_androgen_inhibition_receptor_sepsis_shock_treat,ANDROGEN RECEPTOR INHIBITION TREAT SEPSIS AND Technology Platform Opportunity,ANDROGEN RECEPTOR INHIBITION TO TREAT SEPSIS AND SHOCK,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,critical_care|infectious_disease|sepsis,20,400000,1200000,Rhode Island ecosystem,lens:157-894-033-483-950,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ANDROGEN RECEPTOR INHIBITION TREAT SEPSIS AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_osteoarthritis_prevention,METHOD AND COMPOSITION FOR THE PREVENTION Technology Platform Opportunity,METHOD AND COMPOSITION FOR THE PREVENTION OR TREATMENT OF OSTEOARTHRITIS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:176-942-989-926-106,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,METHOD AND COMPOSITION FOR THE PREVENTION Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_biologic_biomimetic_extracellular_factors_joint,RECONSTITUTION EXTRACELLULAR MATRIXES FOR MUSCULOSKELETAL JOINT Technology Platform Opportunity,RECONSTITUTION OF EXTRACELLULAR MATRIXES FOR MUSCULOSKELETAL JOINT TISSUE REPAIR,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:142-380-746-245-597,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,RECONSTITUTION EXTRACELLULAR MATRIXES FOR MUSCULOSKELETAL JOINT Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_damaged_detecting_diseased_fluorophore_polypepti,Method detecting diseased damaged tissue with Technology Platform Opportunity,Method of detecting diseased or damaged tissue with a pH-triggered polypeptide f,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:129-685-709-438-265,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Method detecting diseased damaged tissue with Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_acquisition_computed_images_proton_tomography,ACQUISITION PROTON COMPUTED TOMOGRAPHY IMAGES Technology Platform Opportunity,ACQUISITION OF PROTON COMPUTED TOMOGRAPHY IMAGES,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:041-298-975-856-311,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ACQUISITION PROTON COMPUTED TOMOGRAPHY IMAGES Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_analysis_color_invasive_registering_surface_tiss,REGISTERING HUE AND COLOR FOR NON Technology Platform Opportunity,REGISTERING HUE AND/OR COLOR FOR NON-INVASIVE TISSUE SURFACE ANALYSIS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:120-005-355-734-024,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,REGISTERING HUE AND COLOR FOR NON Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_chondrosarcoma_microrna_using,Methods for treating chondrosarcoma using microrna Technology Platform Opportunity,Methods for treating chondrosarcoma using microrna(miR),RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:154-654-510-817-457,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Methods for treating chondrosarcoma using microrna Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_cardiotoxicity_human_model_vitro,HUMAN VITRO CARDIOTOXICITY MODEL Technology Platform Opportunity,HUMAN IN VITRO CARDIOTOXICITY MODEL,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:128-033-973-760-237,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,HUMAN VITRO CARDIOTOXICITY MODEL Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_facetectomy_guide_lumbar,LUMBAR FACETECTOMY GUIDE Technology Platform Opportunity,LUMBAR FACETECTOMY GUIDE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:137-132-664-222-734,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,LUMBAR FACETECTOMY GUIDE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_asph_expressing_growth_inhibition_progression_tu,INHIBITION ASPH EXPRESSING TUMOR GROWTH AND Technology Platform Opportunity,INHIBITION OF ASPH EXPRESSING TUMOR GROWTH AND PROGRESSION,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:072-922-149-143-177,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,INHIBITION ASPH EXPRESSING TUMOR GROWTH AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_comprising_diagnosis_environmentally_membrane_pr,Environmentally sensitive compositions comprising triggered membrane Technology Platform Opportunity,Environmentally sensitive compositions comprising a pH-triggered membrane protei,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:075-122-654-914-183,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Environmentally sensitive compositions comprising triggered membrane Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_cells_exosome_expressing_targeting,EXOSOME TARGETING CD4 EXPRESSING CELLS Technology Platform Opportunity,EXOSOME TARGETING OF CD4+ EXPRESSING CELLS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:086-855-100-913-768,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,EXOSOME TARGETING CD4 EXPRESSING CELLS Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_administering_associated_hepatitis_infections_pr,Treating hepatitis virus infections administering receptor Technology Platform Opportunity,Treating hepatitis B virus infections by administering receptor associated prote,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:136-607-428-890-001,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Treating hepatitis virus infections administering receptor Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_articular_indirect_repair_tissue,INDIRECT METHOD ARTICULAR TISSUE REPAIR Technology Platform Opportunity,INDIRECT METHOD OF ARTICULAR TISSUE REPAIR,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:107-506-227-972-866,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,INDIRECT METHOD ARTICULAR TISSUE REPAIR Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_alzheimers_behandling_diagnose_sygdom,DIAGNOSE BEHANDLING ALZHEIMERS SYGDOM Technology Platform Opportunity,DIAGNOSE OG BEHANDLING AF ALZHEIMERS SYGDOM,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:047-554-233-243-100,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,DIAGNOSE BEHANDLING ALZHEIMERS SYGDOM Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_diagnosis_environmentally_sensitive_tumors,Environmentally sensitive compositions and methods use Technology Platform Opportunity,Environmentally sensitive compositions and methods of use in the treatment and d,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:168-891-649-510-393,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Environmentally sensitive compositions and methods use Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rhode_island_hepatitus_infections_virus,Treating Hepatitus Virus Infections Technology Platform Opportunity,Treating Hepatitus B Virus Infections,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:096-758-724-646-002,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Treating Hepatitus Virus Infections Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_schneider_electric_afbrydelsesfri_mforsyning_styring,Styring til afbrydelsesfri str mforsyning Technology Platform Opportunity,Styring til en afbrydelsesfri strømforsyning,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:120-183-915-207-225,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,Styring til afbrydelsesfri str mforsyning Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_schneider_electric_bypass_integreret_kontakt_overf_rselskoblingskap,Statisk bypass kontakt med integreret overf Technology Platform Opportunity,Statisk bypass-kontakt med integreret overførselskoblingskapacitet,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:120-349-427-080-47X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Statisk bypass kontakt med integreret overf Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_schneider_electric_adaptiv_belastningsfordeling_invertersystem_para,Adaptiv belastningsfordeling parallelt invertersystem Technology Platform Opportunity,Adaptiv belastningsfordeling i et parallelt invertersystem,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:199-106-967-490-322,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Adaptiv belastningsfordeling parallelt invertersystem Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_schneider_electric_isolering_msskinner_rkstr,System til isolering rkstr msskinner Technology Platform Opportunity,System til isolering af stærkstrømsskinner,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:121-897-952-063-946,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,System til isolering rkstr msskinner Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
