template_id,opportunity_type,study_type,primary_endpoint_type,duration_weeks,cost_usd,required_specialties,required_roles,expected_inflection_weight_0_1,mocked,source_type
ctg_nct06846541,therapeutic,interventional,safety,199,9313920,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06842875,digital_therapeutic,interventional,functional_or_symptom,202,4866048,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06824467,therapeutic,interventional,clinical_outcome,395,4268880,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06822569,platform,interventional,functional_or_symptom,161,709632,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06822426,therapeutic,interventional,functional_or_symptom,137,1108800,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06822101,digital_therapeutic,interventional,functional_or_symptom,172,1267200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06820138,medical_device,interventional,biomarker,190,237600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.70,false,ctgov_ri_history_csv
ctg_nct06819878,therapeutic,interventional,functional_or_symptom,458,3326399,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06817356,therapeutic,interventional,functional_or_symptom,77,977307,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06814145,therapeutic,interventional,safety,538,514800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06808984,therapeutic,interventional,functional_or_symptom,134,475200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06805838,medical_device,interventional,functional_or_symptom,78,269280,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06805799,digital_therapeutic,interventional,biomarker,15,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct06803043,digital_therapeutic,interventional,functional_or_symptom,198,2534400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06797869,therapeutic,interventional,functional_or_symptom,81,486623,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06788990,therapeutic,interventional,clinical_outcome,230,3603599,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06778226,platform,observational,functional_or_symptom,433,9175161,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct06771453,platform,interventional,functional_or_symptom,54,255876,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06769282,digital_therapeutic,interventional,functional_or_symptom,126,278784,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06750289,platform,interventional,functional_or_symptom,188,2217600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06750185,therapeutic,interventional,safety,176,123552,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct06748222,digital_therapeutic,interventional,functional_or_symptom,243,2228688,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06748053,therapeutic,interventional,functional_or_symptom,134,1215720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06747000,platform,observational,functional_or_symptom,260,152064,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct06742723,therapeutic,interventional,functional_or_symptom,250,27719999,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06737055,digital_therapeutic,interventional,feasibility,98,174240,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06718101,therapeutic,interventional,clinical_outcome,123,328680,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct06709014,therapeutic,interventional,functional_or_symptom,173,4213440,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06706245,digital_therapeutic,interventional,functional_or_symptom,30,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06703021,therapeutic,interventional,safety,55,197788,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06699212,therapeutic,interventional,clinical_outcome,192,2284128,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06698731,medical_device,interventional,functional_or_symptom,11,82368,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06696443,therapeutic,interventional,safety,109,2522520,pain medicine|neurology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06687590,medical_device,observational,functional_or_symptom,83,842769,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct06679101,therapeutic,interventional,biomarker,332,2882880,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct06678893,medical_device,interventional,functional_or_symptom,8,50000,pain medicine|neurology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06673303,diagnostic,interventional,functional_or_symptom,37,58858,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06672146,therapeutic,interventional,functional_or_symptom,97,368280,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06672055,therapeutic,interventional,clinical_outcome,107,41184000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct06671912,therapeutic,interventional,functional_or_symptom,353,6408864,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06671041,therapeutic,interventional,functional_or_symptom,13,54912,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06667141,therapeutic,interventional,safety,113,316800,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct06661720,therapeutic,interventional,clinical_outcome,659,5765760,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06657950,digital_therapeutic,interventional,safety,37,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06655883,therapeutic,interventional,clinical_outcome,89,1581461,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06654427,digital_therapeutic,interventional,feasibility,104,522720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06653153,therapeutic,interventional,functional_or_symptom,309,7761600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06647498,therapeutic,interventional,biomarker,505,1552320,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct06641466,therapeutic,interventional,functional_or_symptom,107,4008312,pain medicine|neurology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06639958,digital_therapeutic,interventional,functional_or_symptom,117,202752,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06636786,therapeutic,interventional,functional_or_symptom,75,571153,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06635850,medical_device,interventional,functional_or_symptom,165,534600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06634459,medical_device,interventional,functional_or_symptom,104,690624,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06628908,therapeutic,interventional,functional_or_symptom,138,6098400,pain medicine|neurology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06627647,therapeutic,interventional,clinical_outcome,277,4867632,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06621992,digital_therapeutic,interventional,feasibility,134,167904,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06619860,therapeutic,interventional,functional_or_symptom,84,1066153,pain medicine|neurology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06614504,platform,interventional,functional_or_symptom,204,1219680,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06605378,platform,observational,functional_or_symptom,80,97476,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct06605118,therapeutic,interventional,biomarker,159,44352000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct06603740,medical_device,interventional,functional_or_symptom,34,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06603623,therapeutic,interventional,functional_or_symptom,24,854040,pain medicine|neurology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06603077,therapeutic,interventional,functional_or_symptom,78,834900,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06602479,therapeutic,interventional,functional_or_symptom,134,1932480,pain medicine|neurology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06602024,therapeutic,interventional,safety,48,116045870,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06592794,therapeutic,interventional,safety,124,209918016,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06592378,medical_device,interventional,functional_or_symptom,52,176000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06589986,therapeutic,interventional,functional_or_symptom,332,2217600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06588855,therapeutic,interventional,functional_or_symptom,320,1940400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06588738,therapeutic,interventional,functional_or_symptom,69,3522927,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06587828,platform,observational,functional_or_symptom,208,570240,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct06585787,therapeutic,interventional,functional_or_symptom,116,2250864,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct06584357,platform,observational,biomarker,196,2280960,hospital medicine|primary care,reviewer|advisor|investigator,0.50,false,ctgov_ri_history_csv
ctg_nct06581328,therapeutic,interventional,functional_or_symptom,166,1267200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06580314,therapeutic,interventional,clinical_outcome,511,4878720,oncology|pathology,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06579209,platform,interventional,functional_or_symptom,63,113012,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06578247,therapeutic,interventional,clinical_outcome,292,3880800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06572800,medical_device,interventional,functional_or_symptom,106,107712,oncology|pathology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct06564142,therapeutic,interventional,biomarker,178,3354119,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct06564038,therapeutic,interventional,safety,227,1615680,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06557772,therapeutic,interventional,functional_or_symptom,240,906840,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06556563,medical_device,interventional,clinical_outcome,216,4108104,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct06555133,platform,interventional,functional_or_symptom,229,71280,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct06551116,diagnostic,observational,clinical_outcome,255,380160,oncology|pathology,reviewer|advisor|investigator,0.55,false,ctgov_ri_history_csv
ctg_nct06547320,digital_therapeutic,interventional,functional_or_symptom,21,56760,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
